Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:28,13-05-2024 15:42:36,7.508s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:35,13-05-2024 15:42:36,0.301s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:36,13-05-2024 15:42:36,0.171s,FAILED
