Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:42,13-05-2024 15:46:46,3.703s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:46,13-05-2024 15:46:46,0.178s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:46,13-05-2024 15:46:46,0.162s,FAILED
