Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:41:15,13-05-2024 15:41:16,0.925s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:41:15,13-05-2024 15:41:16,0.036s,FAILED
"openBrowser("""")",,,,13-05-2024 15:41:15,13-05-2024 15:41:16,0.028s,FAILED
