Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:37,13-05-2024 15:42:42,4.618s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:42,13-05-2024 15:42:42,0.227s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:42,13-05-2024 15:42:42,0.128s,FAILED
