Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:58,13-05-2024 15:47:03,4.740s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:03,13-05-2024 15:47:03,0.094s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:03,13-05-2024 15:47:03,0.073s,FAILED
