Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:30:39,13-05-2024 15:30:40,1.240s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:30:40,13-05-2024 15:30:40,0.098s,FAILED
"openBrowser("""")",,,,13-05-2024 15:30:40,13-05-2024 15:30:40,0.083s,FAILED
