Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:37,13-05-2024 15:46:39,1.896s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:39,13-05-2024 15:46:39,0.126s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:39,13-05-2024 15:46:39,0.068s,FAILED
