Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:39,13-05-2024 15:42:43,3.298s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:42,13-05-2024 15:42:43,0.118s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:42,13-05-2024 15:42:43,0.093s,FAILED
