Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:39,13-05-2024 15:46:41,2.378s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:41,13-05-2024 15:46:41,0.114s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:41,13-05-2024 15:46:41,0.095s,FAILED
