Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:50,13-05-2024 15:48:01,11.552s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:48:01,13-05-2024 15:48:01,0.459s,FAILED
"openBrowser("""")",,,,13-05-2024 15:48:01,13-05-2024 15:48:01,0.199s,FAILED
