Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:01,13-05-2024 15:42:02,0.930s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:02,13-05-2024 15:42:02,0.097s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:02,13-05-2024 15:42:02,0.088s,FAILED
