Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:03,13-05-2024 15:47:05,1.830s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:05,13-05-2024 15:47:05,0.079s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:05,13-05-2024 15:47:05,0.067s,FAILED
