Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:56,13-05-2024 15:47:01,5.085s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:01,13-05-2024 15:47:01,0.318s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:01,13-05-2024 15:47:01,0.243s,FAILED
