Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:30:36,13-05-2024 15:30:37,1.381s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:30:37,13-05-2024 15:30:37,0.116s,FAILED
"openBrowser("""")",,,,13-05-2024 15:30:37,13-05-2024 15:30:37,0.089s,FAILED
