Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:31,13-05-2024 15:42:37,6.334s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:37,13-05-2024 15:42:37,0.326s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:37,13-05-2024 15:42:37,0.104s,FAILED
