Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:06,13-05-2024 15:47:07,0.820s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:07,13-05-2024 15:47:07,0.036s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:07,13-05-2024 15:47:07,0.028s,FAILED
