Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:55,13-05-2024 15:47:00,4.671s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:00,13-05-2024 15:47:00,0.231s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:00,13-05-2024 15:47:00,0.169s,FAILED
