Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:17,13-05-2024 15:47:18,1.183s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:18,13-05-2024 15:47:18,0.085s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:18,13-05-2024 15:47:18,0.072s,FAILED
