Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:36,13-05-2024 15:42:42,5.609s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:42,13-05-2024 15:42:42,0.109s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:42,13-05-2024 15:42:42,0.084s,FAILED
