Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:41:32,13-05-2024 15:41:33,1.668s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:41:33,13-05-2024 15:41:33,0.097s,FAILED
"openBrowser("""")",,,,13-05-2024 15:41:33,13-05-2024 15:41:33,0.081s,FAILED
