Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:48:03,13-05-2024 15:48:06,3.110s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:48:06,13-05-2024 15:48:06,0.110s,FAILED
"openBrowser("""")",,,,13-05-2024 15:48:06,13-05-2024 15:48:06,0.081s,FAILED
