Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:35,13-05-2024 15:46:37,1.556s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:37,13-05-2024 15:46:37,0.121s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:37,13-05-2024 15:46:37,0.106s,FAILED
