Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:04,13-05-2024 15:42:07,2.348s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:07,13-05-2024 15:42:07,0.081s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:07,13-05-2024 15:42:07,0.065s,FAILED
