Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:41:45,13-05-2024 15:41:46,1.037s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:41:46,13-05-2024 15:41:46,0.057s,FAILED
"openBrowser("""")",,,,13-05-2024 15:41:46,13-05-2024 15:41:46,0.037s,FAILED
