Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:20,13-05-2024 15:46:21,0.982s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:21,13-05-2024 15:46:21,0.047s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:21,13-05-2024 15:46:21,0.036s,FAILED
