Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:49:13,13-05-2024 15:49:15,1.468s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:49:15,13-05-2024 15:49:15,0.110s,FAILED
"openBrowser("""")",,,,13-05-2024 15:49:15,13-05-2024 15:49:15,0.069s,FAILED
