Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:48:01,13-05-2024 15:48:06,5.277s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:48:06,13-05-2024 15:48:06,0.145s,FAILED
"openBrowser("""")",,,,13-05-2024 15:48:06,13-05-2024 15:48:06,0.125s,FAILED
