Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:51,13-05-2024 15:48:02,11.832s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:48:02,13-05-2024 15:48:02,0.479s,FAILED
"openBrowser("""")",,,,13-05-2024 15:48:02,13-05-2024 15:48:02,0.442s,FAILED
