Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:09,13-05-2024 15:46:10,1.029s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:09,13-05-2024 15:46:10,0.088s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:09,13-05-2024 15:46:10,0.062s,FAILED
