Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:34,13-05-2024 15:47:42,7.689s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:42,13-05-2024 15:47:42,0.409s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:42,13-05-2024 15:47:42,0.296s,FAILED
