Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:23,13-05-2024 15:42:31,8.226s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:31,13-05-2024 15:42:31,0.425s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:31,13-05-2024 15:42:31,0.256s,FAILED
