Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:46:52,13-05-2024 15:46:58,6.038s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:46:57,13-05-2024 15:46:58,0.565s,FAILED
"openBrowser("""")",,,,13-05-2024 15:46:57,13-05-2024 15:46:58,0.371s,FAILED
