Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:47:04,13-05-2024 15:47:06,1.905s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:47:06,13-05-2024 15:47:06,0.084s,FAILED
"openBrowser("""")",,,,13-05-2024 15:47:06,13-05-2024 15:47:06,0.062s,FAILED
