Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:25,13-05-2024 15:42:33,7.867s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:33,13-05-2024 15:42:33,0.478s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:33,13-05-2024 15:42:33,0.326s,FAILED
