Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
casd,,,,13-05-2024 15:42:13,13-05-2024 15:42:21,8.117s,FAILED
,,,,,,,
Test Cases/2,,,,13-05-2024 15:42:21,13-05-2024 15:42:21,0.870s,FAILED
"openBrowser("""")",,,,13-05-2024 15:42:21,13-05-2024 15:42:21,0.566s,FAILED
